% Model,2D_ICP_pressure_power_mph.mph,,,,,
% Version,COMSOL 6.0.0.405,,,,,
% Date,"Oct 23 2022, 22:03",,,,,
% Dimension,2,,,,,
% Nodes,3263,,,,,
% Expressions,5,,,,,
% Description,Electron density,,,,,
% Length unit,mm,,,,,
% r,z,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=100 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=200 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=300 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=400 W,plas.ne (1/m^3) @ 208: Time=0.1 s /  p0=5.3329 Pa /  Power=500 W
173.6428571,0.839014842,7.82E+14,1.87E+15,3.01E+15,4.16E+15,5.33E+15
207.4491679,32.6314574,9.35E+15,2.18E+16,3.48E+16,4.81E+16,6.15E+16
208.9733343,39.37964582,9.56E+15,2.23E+16,3.58E+16,4.94E+16,6.33E+16
183.0579565,3.948048381,2.30E+15,5.23E+15,8.24E+15,1.13E+16,1.43E+16
199.0661296,29.01096108,1.32E+16,3.05E+16,4.86E+16,6.70E+16,8.55E+16
184.9921664,8.805106909,6.73E+15,1.53E+16,2.42E+16,3.32E+16,4.23E+16
188.8830168,15.97091632,1.13E+16,2.58E+16,4.09E+16,5.62E+16,7.15E+16
191.9756263,22.33396329,1.39E+16,3.20E+16,5.07E+16,6.98E+16,8.90E+16
193.9720168,26.07034728,1.48E+16,3.40E+16,5.40E+16,7.44E+16,9.49E+16
173.6428571,2.483483932,2.55E+15,5.91E+15,9.37E+15,1.29E+16,1.64E+16
222.1283981,59.53696714,1.77E+15,4.26E+15,6.90E+15,9.62E+15,1.24E+16
220.3905239,60.88867308,2.85E+15,6.80E+15,1.10E+16,1.53E+16,1.96E+16
217.5145937,59.34357654,4.72E+15,1.12E+16,1.80E+16,2.50E+16,3.20E+16
217.461411,67.1792813,4.49E+15,1.06E+16,1.71E+16,2.38E+16,3.06E+16
213.3149047,56.58918575,7.55E+15,1.78E+16,2.86E+16,3.96E+16,5.08E+16
207.9344988,46.25247304,1.10E+16,2.57E+16,4.11E+16,5.69E+16,7.28E+16
208.7375711,53.11763263,1.07E+16,2.52E+16,4.04E+16,5.60E+16,7.17E+16
176.5550866,5.11844689,5.01E+15,1.14E+16,1.80E+16,2.46E+16,3.13E+16
198.9238093,35.63547509,1.54E+16,3.57E+16,5.69E+16,7.85E+16,1.00E+17
199.995845,42.43904369,1.62E+16,3.76E+16,6.00E+16,8.28E+16,1.06E+17
179.5184529,9.704873516,8.97E+15,2.04E+16,3.21E+16,4.40E+16,5.59E+16
193.195395,31.00808605,1.74E+16,4.03E+16,6.40E+16,8.80E+16,1.12E+17
191.8498733,35.28835894,2.01E+16,4.63E+16,7.36E+16,1.01E+17,1.29E+17
183.0290857,15.14054676,1.26E+16,2.88E+16,4.54E+16,6.23E+16,7.92E+16
186.4664688,22.68111292,1.68E+16,3.85E+16,6.09E+16,8.36E+16,1.06E+17
188.500877,27.65951122,1.87E+16,4.30E+16,6.81E+16,9.36E+16,1.19E+17
169.7212662,5.555563082,6.46E+15,1.46E+16,2.30E+16,3.15E+16,3.99E+16
166.9642857,3.007153471,3.61E+15,8.29E+15,1.31E+16,1.79E+16,2.28E+16
166.9642857,1.951726562,2.27E+15,5.30E+15,8.43E+15,1.16E+16,1.48E+16
222.2186075,66.15001941,1.65E+15,3.96E+15,6.42E+15,8.95E+15,1.15E+16
220.6417214,68.84091647,2.50E+15,5.97E+15,9.65E+15,1.34E+16,1.73E+16
216.2045691,72.81174099,4.80E+15,1.14E+16,1.83E+16,2.54E+16,3.27E+16
213.0078001,63.94698478,7.50E+15,1.77E+16,2.84E+16,3.95E+16,5.06E+16
211.0922486,70.47822215,8.11E+15,1.91E+16,3.08E+16,4.27E+16,5.48E+16
209.8259096,76.48829809,7.94E+15,1.87E+16,3.02E+16,4.19E+16,5.38E+16
208.2731655,60.09459231,1.10E+16,2.58E+16,4.14E+16,5.73E+16,7.34E+16
201.0570336,49.56559429,1.63E+16,3.80E+16,6.08E+16,8.39E+16,1.07E+17
201.7884021,56.66483804,1.59E+16,3.72E+16,5.96E+16,8.25E+16,1.06E+17
173.0310515,10.03374547,1.10E+16,2.47E+16,3.89E+16,5.31E+16,6.74E+16
192.623894,40.06132295,2.12E+16,4.89E+16,7.78E+16,1.07E+17,1.37E+17
192.8735889,45.96789579,2.24E+16,5.19E+16,8.27E+16,1.14E+17,1.45E+17
187.9213558,37.64428272,2.40E+16,5.51E+16,8.74E+16,1.20E+17,1.53E+17
175.9729965,16.12705236,1.63E+16,3.69E+16,5.81E+16,7.94E+16,1.01E+17
186.8596638,32.3838627,2.24E+16,5.14E+16,8.13E+16,1.12E+17,1.42E+17
179.9118833,22.55202737,2.02E+16,4.60E+16,7.24E+16,9.92E+16,1.26E+17
182.5132716,27.47431043,2.24E+16,5.10E+16,8.06E+16,1.10E+17,1.40E+17
166.3578055,8.907009889,1.14E+16,2.56E+16,4.01E+16,5.47E+16,6.92E+16
161.674881,5.034870503,6.99E+15,1.57E+16,2.46E+16,3.36E+16,4.25E+16
160.2857143,3.002703875,4.16E+15,9.46E+15,1.49E+16,2.04E+16,2.58E+16
213.4361342,84.20552681,4.62E+15,1.09E+16,1.76E+16,2.45E+16,3.15E+16
208.7982868,85.8798976,6.34E+15,1.50E+16,2.42E+16,3.36E+16,4.32E+16
210.6403155,81.26145715,6.51E+15,1.54E+16,2.48E+16,3.44E+16,4.42E+16
212.8219765,90.93864285,3.66E+15,8.68E+15,1.40E+16,1.95E+16,2.51E+16
222.7694565,72.56101639,1.21E+15,2.92E+15,4.73E+15,6.59E+15,8.48E+15
223.1947986,66.15001941,1.07E+15,2.60E+15,4.23E+15,5.92E+15,7.63E+15
216.101807,79.10512884,4.17E+15,9.86E+15,1.59E+16,2.21E+16,2.84E+16
220.5162854,75.31228089,2.27E+15,5.40E+15,8.72E+15,1.21E+16,1.56E+16
219.4418145,98.29008485,9.56E+14,2.29E+15,3.71E+15,5.17E+15,6.66E+15
215.0650633,101.9222125,1.06E+15,2.59E+15,4.23E+15,5.93E+15,7.66E+15
216.0837096,95.77504177,1.90E+15,4.54E+15,7.34E+15,1.02E+16,1.32E+16
210.5075046,97.07653032,2.87E+15,6.85E+15,1.11E+16,1.55E+16,1.99E+16
208.8213594,102.7790004,1.51E+15,3.68E+15,6.01E+15,8.42E+15,1.09E+16
206.5259676,67.45746347,1.15E+16,2.71E+16,4.36E+16,6.04E+16,7.75E+16
205.9151077,80.12439365,9.27E+15,2.19E+16,3.52E+16,4.89E+16,6.28E+16
205.1028612,73.81000895,1.13E+16,2.66E+16,4.28E+16,5.94E+16,7.62E+16
200.3202782,62.9745847,1.66E+16,3.89E+16,6.24E+16,8.63E+16,1.10E+17
198.8048754,67.73797042,1.69E+16,3.97E+16,6.37E+16,8.81E+16,1.13E+17
193.3982733,53.08164826,2.28E+16,5.30E+16,8.44E+16,1.16E+17,1.48E+17
193.2402442,59.43926207,2.28E+16,5.31E+16,8.47E+16,1.17E+17,1.49E+17
206.169391,92.58458294,5.37E+15,1.27E+16,2.05E+16,2.86E+16,3.67E+16
202.8489049,86.47435229,8.82E+15,2.08E+16,3.36E+16,4.66E+16,5.99E+16
170.0308352,14.82933486,1.75E+16,3.92E+16,6.14E+16,8.38E+16,1.06E+17
186.5690099,49.89705363,2.86E+16,6.60E+16,1.05E+17,1.44E+17,1.83E+17
186.2918642,42.99059551,2.73E+16,6.28E+16,9.95E+16,1.37E+17,1.74E+17
183.072399,37.55355047,2.79E+16,6.38E+16,1.01E+17,1.38E+17,1.76E+17
173.5616967,21.48035493,2.28E+16,5.14E+16,8.07E+16,1.10E+17,1.40E+17
180.2184929,32.55656769,2.74E+16,6.23E+16,9.83E+16,1.35E+17,1.71E+17
177.0759098,28.02705317,2.64E+16,5.99E+16,9.42E+16,1.29E+17,1.63E+17
163.3979754,12.70262701,1.73E+16,3.86E+16,6.03E+16,8.20E+16,1.04E+17
159.4700415,7.772474558,1.15E+16,2.55E+16,3.98E+16,5.41E+16,6.85E+16
154.0228093,4.525007521,7.24E+15,1.61E+16,2.52E+16,3.42E+16,4.33E+16
153.6071429,2.999360968,4.71E+15,1.06E+16,1.66E+16,2.27E+16,2.87E+16
209.6693831,105.2118909,7.08E+14,1.80E+15,2.98E+15,4.22E+15,5.48E+15
203.1770579,105.0809154,1.13E+15,2.82E+15,4.65E+15,6.55E+15,8.48E+15
219.2554482,102.1950209,5.81E+14,1.42E+15,2.32E+15,3.24E+15,4.19E+15
216.100482,105.3368559,3.28E+14,8.75E+14,1.48E+15,2.12E+15,2.77E+15
222.5422056,100.173341,4.14E+14,9.80E+14,1.58E+15,2.20E+15,2.82E+15
218.1744607,83.23013645,2.65E+15,6.24E+15,1.01E+16,1.40E+16,1.79E+16
217.5313319,87.46598836,2.54E+15,6.00E+15,9.66E+15,1.34E+16,1.73E+16
217.9208024,91.68207798,1.89E+15,4.47E+15,7.21E+15,1.00E+16,1.29E+16
223.3739695,78.326359,7.19E+14,1.71E+15,2.76E+15,3.84E+15,4.93E+15
223.631029,72.56101639,7.43E+14,1.80E+15,2.92E+15,4.08E+15,5.25E+15
224.246438,72.56101639,4.59E+14,1.10E+15,1.79E+15,2.50E+15,3.22E+15
221.4701419,79.67869969,1.42E+15,3.36E+15,5.41E+15,7.51E+15,9.65E+15
223.0397924,95.58106078,5.04E+14,1.18E+15,1.91E+15,2.65E+15,3.40E+15
221.2261825,93.97415706,9.23E+14,2.18E+15,3.52E+15,4.89E+15,6.29E+15
204.0835279,98.45970149,3.77E+15,9.00E+15,1.46E+16,2.03E+16,2.61E+16
201.892642,103.1784556,2.09E+15,5.08E+15,8.28E+15,1.16E+16,1.49E+16
196.6482968,104.9796101,1.58E+15,3.91E+15,6.41E+15,9.00E+15,1.16E+16
199.3608703,72.45668679,1.55E+16,3.63E+16,5.83E+16,8.08E+16,1.04E+17
199.5004392,79.30947083,1.33E+16,3.12E+16,5.01E+16,6.96E+16,8.92E+16
192.894898,65.82728933,2.21E+16,5.15E+16,8.23E+16,1.14E+17,1.45E+17
192.8106957,70.53853006,2.09E+16,4.88E+16,7.81E+16,1.08E+17,1.38E+17
187.0551088,62.39917132,2.79E+16,6.47E+16,1.03E+17,1.42E+17,1.81E+17
186.8126442,56.32348015,2.88E+16,6.65E+16,1.06E+17,1.45E+17,1.85E+17
199.9697379,94.56578379,6.52E+15,1.54E+16,2.49E+16,3.46E+16,4.45E+16
196.7353545,87.97164809,1.10E+16,2.58E+16,4.16E+16,5.77E+16,7.41E+16
166.9343755,18.8649027,2.37E+16,5.29E+16,8.27E+16,1.13E+17,1.42E+17
181.3327795,53.56778278,3.41E+16,7.82E+16,1.24E+17,1.69E+17,2.15E+17
180.8158659,47.31016498,3.36E+16,7.68E+16,1.21E+17,1.66E+17,2.11E+17
180.3742915,41.90708318,3.22E+16,7.34E+16,1.16E+17,1.59E+17,2.01E+17
176.9442395,37.97442258,3.34E+16,7.58E+16,1.19E+17,1.63E+17,2.07E+17
170.5151981,25.84311645,2.90E+16,6.52E+16,1.02E+17,1.39E+17,1.76E+17
174.3478357,33.17332209,3.25E+16,7.35E+16,1.15E+17,1.57E+17,2.00E+17
160.3487553,17.44059579,2.52E+16,5.58E+16,8.68E+16,1.18E+17,1.49E+17
156.9346436,11.33793662,1.76E+16,3.89E+16,6.04E+16,8.20E+16,1.04E+17
153.3244123,6.88631012,1.13E+16,2.50E+16,3.89E+16,5.28E+16,6.66E+16
147.7601064,4.605925175,8.20E+15,1.81E+16,2.81E+16,3.81E+16,4.81E+16
146.9285714,2.997369485,5.25E+15,1.17E+16,1.83E+16,2.49E+16,3.15E+16
222.4395307,105.4395307,1.58E+14,3.88E+14,6.37E+14,8.96E+14,1.16E+15
223.4048228,100.7494249,2.98E+14,6.98E+14,1.12E+15,1.55E+15,1.99E+15
221.2212701,89.65038369,7.95E+14,1.85E+15,2.95E+15,4.08E+15,5.23E+15
223.576144,91.63855729,3.52E+14,8.04E+14,1.28E+15,1.76E+15,2.25E+15
223.7969447,95.89446184,3.48E+14,8.09E+14,1.29E+15,1.79E+15,2.29E+15
197.3618902,99.45349373,4.64E+15,1.11E+16,1.79E+16,2.49E+16,3.20E+16
196.2868588,102.9213249,2.84E+15,6.85E+15,1.11E+16,1.55E+16,2.00E+16
190.0947187,104.956497,2.11E+15,5.15E+15,8.40E+15,1.17E+16,1.51E+16
193.4203825,75.88667705,1.85E+16,4.33E+16,6.94E+16,9.61E+16,1.23E+17
193.597832,82.24709675,1.54E+16,3.62E+16,5.82E+16,8.06E+16,1.03E+17
187.3964638,68.16704643,2.61E+16,6.07E+16,9.68E+16,1.33E+17,1.70E+17
188.4027956,73.59918227,2.32E+16,5.41E+16,8.65E+16,1.19E+17,1.53E+17
182.1131271,65.44846306,3.18E+16,7.35E+16,1.17E+17,1.60E+17,2.04E+17
181.6748565,59.70714033,3.35E+16,7.71E+16,1.22E+17,1.68E+17,2.13E+17
193.6572497,94.7977009,8.34E+15,1.97E+16,3.17E+16,4.40E+16,5.65E+16
190.5370721,89.17014577,1.32E+16,3.09E+16,4.97E+16,6.89E+16,8.83E+16
176.5162206,57.00569702,3.91E+16,8.92E+16,1.41E+17,1.92E+17,2.44E+17
163.5997904,22.74464335,3.03E+16,6.74E+16,1.05E+17,1.43E+17,1.80E+17
175.6208566,51.14032967,3.97E+16,9.03E+16,1.42E+17,1.94E+17,2.46E+17
174.657145,44.36232074,3.88E+16,8.79E+16,1.38E+17,1.88E+17,2.39E+17
170.3866406,38.24712843,3.97E+16,8.92E+16,1.40E+17,1.90E+17,2.41E+17
167.4121866,31.85365867,3.72E+16,8.33E+16,1.30E+17,1.77E+17,2.24E+17
157.4216916,22.60267588,3.42E+16,7.52E+16,1.17E+17,1.58E+17,1.99E+17
153.8040551,16.39078918,2.69E+16,5.89E+16,9.13E+16,1.24E+17,1.56E+17
150.3393608,10.91192168,1.91E+16,4.18E+16,6.46E+16,8.74E+16,1.10E+17
146.8611387,7.090621868,1.31E+16,2.85E+16,4.41E+16,5.97E+16,7.53E+16
141.1095032,4.576186908,9.04E+15,1.98E+16,3.05E+16,4.13E+16,5.21E+16
140.25,2.996646325,5.81E+15,1.28E+16,1.99E+16,2.71E+16,3.42E+16
224.3377677,96.11831974,2.55E+14,5.82E+14,9.23E+14,1.27E+15,1.62E+15
190.4254628,100.5294218,5.36E+15,1.27E+16,2.05E+16,2.85E+16,3.66E+16
189.6028638,103.0935287,3.56E+15,8.54E+15,1.38E+16,1.92E+16,2.47E+16
183.4970704,104.9695008,2.66E+15,6.43E+15,1.04E+16,1.45E+16,1.87E+16
187.616135,81.55545733,1.97E+16,4.60E+16,7.36E+16,1.02E+17,1.30E+17
182.781299,70.97924616,2.91E+16,6.74E+16,1.07E+17,1.47E+17,1.88E+17
183.4051514,76.55636468,2.56E+16,5.95E+16,9.48E+16,1.31E+17,1.67E+17
178.5780009,68.61930202,3.41E+16,7.83E+16,1.24E+17,1.70E+17,2.17E+17
176.3487773,63.38005344,3.82E+16,8.75E+16,1.38E+17,1.89E+17,2.40E+17
186.9139809,97.0957122,8.84E+15,2.08E+16,3.34E+16,4.63E+16,5.93E+16
183.8393149,89.87080491,1.59E+16,3.72E+16,5.95E+16,8.23E+16,1.05E+17
171.0510719,54.97301545,4.50E+16,1.02E+17,1.60E+17,2.18E+17,2.76E+17
172.1896189,59.64243917,4.34E+16,9.86E+16,1.55E+17,2.12E+17,2.68E+17
160.3368915,31.62405317,4.31E+16,9.54E+16,1.48E+17,2.01E+17,2.53E+17
169.3167034,49.65627993,4.62E+16,1.04E+17,1.63E+17,2.22E+17,2.80E+17
166.8005372,43.70525662,4.66E+16,1.04E+17,1.63E+17,2.21E+17,2.80E+17
163.4034617,38.10807094,4.64E+16,1.03E+17,1.60E+17,2.18E+17,2.75E+17
153.5561438,31.40771942,4.89E+16,1.07E+17,1.65E+17,2.23E+17,2.81E+17
150.5886303,22.48589771,3.85E+16,8.39E+16,1.29E+17,1.75E+17,2.20E+17
147.0392467,15.4169636,2.85E+16,6.18E+16,9.53E+16,1.29E+17,1.62E+17
143.5980581,10.97721712,2.14E+16,4.64E+16,7.14E+16,9.64E+16,1.21E+17
140.2286873,6.941839266,1.41E+16,3.06E+16,4.71E+16,6.36E+16,8.01E+16
134.5396414,4.525465283,9.80E+15,2.12E+16,3.26E+16,4.41E+16,5.55E+16
133.5714286,2.996903963,6.38E+15,1.40E+16,2.16E+16,2.92E+16,3.68E+16
184.2921234,101.1678604,6.02E+15,1.42E+16,2.28E+16,3.17E+16,4.06E+16
182.6090186,103.3074257,4.32E+15,1.03E+16,1.65E+16,2.30E+16,2.95E+16
176.8494995,104.9664358,3.26E+15,7.80E+15,1.26E+16,1.75E+16,2.24E+16
180.539682,83.5383071,2.30E+16,5.33E+16,8.50E+16,1.17E+17,1.50E+17
177.7104539,75.03701927,3.15E+16,7.25E+16,1.15E+17,1.58E+17,2.01E+17
173.3073761,69.06689931,3.91E+16,8.93E+16,1.41E+17,1.93E+17,2.45E+17
170.016467,64.20027667,4.47E+16,1.01E+17,1.59E+17,2.17E+17,2.76E+17
180.3567225,96.96759034,1.10E+16,2.56E+16,4.10E+16,5.67E+16,7.25E+16
177.0722967,90.89761672,1.84E+16,4.26E+16,6.79E+16,9.37E+16,1.20E+17
164.9237239,54.1069967,5.20E+16,1.16E+17,1.82E+17,2.47E+17,3.12E+17
166.9067743,59.19293764,4.95E+16,1.11E+17,1.74E+17,2.37E+17,3.00E+17
156.5759771,37.94593559,5.32E+16,1.17E+17,1.81E+17,2.45E+17,3.08E+17
162.5081814,48.57623364,5.35E+16,1.19E+17,1.85E+17,2.51E+17,3.17E+17
159.7098353,43.45319846,5.41E+16,1.20E+17,1.86E+17,2.52E+17,3.17E+17
159.851684,52.9169668,5.78E+16,1.28E+17,1.99E+17,2.70E+17,3.40E+17
149.9235358,37.76188984,5.99E+16,1.30E+17,2.00E+17,2.70E+17,3.39E+17
146.653959,31.15765098,5.48E+16,1.19E+17,1.82E+17,2.45E+17,3.08E+17
143.5288702,22.10294694,4.26E+16,9.17E+16,1.41E+17,1.90E+17,2.38E+17
140.2370011,15.25032759,3.13E+16,6.73E+16,1.03E+17,1.39E+17,1.75E+17
136.8842312,10.29127204,2.22E+16,4.75E+16,7.29E+16,9.81E+16,1.23E+17
133.5582764,6.797494987,1.52E+16,3.25E+16,4.99E+16,6.72E+16,8.45E+16
127.6376,4.519882411,1.06E+16,2.28E+16,3.49E+16,4.71E+16,5.91E+16
126.8928571,2.997789413,6.90E+15,1.50E+16,2.30E+16,3.11E+16,3.91E+16
176.8450429,101.4998362,7.14E+15,1.67E+16,2.67E+16,3.70E+16,4.73E+16
176.0315541,103.4223163,5.13E+15,1.21E+16,1.94E+16,2.68E+16,3.43E+16
170.1630574,104.9633709,3.89E+15,9.18E+15,1.47E+16,2.04E+16,2.61E+16
174.0117863,83.93243595,2.72E+16,6.26E+16,9.94E+16,1.37E+17,1.74E+17
170.5743329,75.00065845,3.80E+16,8.66E+16,1.37E+17,1.87E+17,2.38E+17
166.8259105,69.34181893,4.57E+16,1.03E+17,1.62E+17,2.21E+17,2.80E+17
163.3392944,63.96294149,5.23E+16,1.17E+17,1.83E+17,2.49E+17,3.15E+17
173.5946227,97.89356786,1.22E+16,2.82E+16,4.49E+16,6.19E+16,7.91E+16
170.5259555,92.06285846,2.04E+16,4.70E+16,7.46E+16,1.03E+17,1.31E+17
159.9620295,58.22481225,5.79E+16,1.29E+17,2.00E+17,2.71E+17,3.42E+17
152.8699323,43.18104446,6.16E+16,1.35E+17,2.08E+17,2.80E+17,3.53E+17
155.8520309,49.13466559,6.16E+16,1.35E+17,2.10E+17,2.83E+17,3.57E+17
155.9899445,54.48597243,6.27E+16,1.38E+17,2.14E+17,2.89E+17,3.64E+17
146.3303509,42.81755042,6.87E+16,1.48E+17,2.28E+17,3.06E+17,3.85E+17
143.4773408,37.61828107,6.65E+16,1.43E+17,2.19E+17,2.94E+17,3.69E+17
140.4790979,31.16786978,6.04E+16,1.29E+17,1.98E+17,2.66E+17,3.33E+17
137.1097132,22.31322833,4.73E+16,1.01E+17,1.54E+17,2.07E+17,2.60E+17
133.5869438,15.21518438,3.43E+16,7.29E+16,1.11E+17,1.50E+17,1.88E+17
130.2149534,10.13346821,2.38E+16,5.06E+16,7.72E+16,1.04E+17,1.30E+17
126.8830457,6.789992717,1.64E+16,3.49E+16,5.33E+16,7.16E+16,8.99E+16
121.0813466,4.561276107,1.16E+16,2.45E+16,3.74E+16,5.03E+16,6.31E+16
120.2142857,2.99895771,7.43E+15,1.59E+16,2.45E+16,3.29E+16,4.14E+16
170.335443,100.9175177,9.23E+15,2.14E+16,3.40E+16,4.69E+16,5.99E+16
169.4756678,103.3488097,6.16E+15,1.43E+16,2.29E+16,3.16E+16,4.04E+16
163.4438463,104.9635302,4.59E+15,1.07E+16,1.71E+16,2.35E+16,3.00E+16
167.5748905,84.64677558,3.11E+16,7.10E+16,1.12E+17,1.54E+17,1.96E+17
163.5393347,76.49297903,4.33E+16,9.78E+16,1.54E+17,2.10E+17,2.66E+17
160.1200264,69.33668299,5.30E+16,1.19E+17,1.85E+17,2.52E+17,3.18E+17
156.7799225,63.98020428,6.00E+16,1.33E+17,2.07E+17,2.80E+17,3.53E+17
167.0495913,97.06717996,1.54E+16,3.53E+16,5.60E+16,7.70E+16,9.82E+16
164.0866544,92.40172042,2.34E+16,5.32E+16,8.40E+16,1.15E+17,1.47E+17
153.6758382,58.85033763,6.54E+16,1.44E+17,2.22E+17,3.00E+17,3.78E+17
148.8270304,47.97637191,6.95E+16,1.51E+17,2.32E+17,3.12E+17,3.92E+17
150.6077691,53.30271064,6.92E+16,1.51E+17,2.32E+17,3.13E+17,3.94E+17
143.3530459,46.74949528,7.52E+16,1.62E+17,2.47E+17,3.32E+17,4.17E+17
140.4459064,42.65774681,7.53E+16,1.61E+17,2.46E+17,3.30E+17,4.13E+17
137.1288574,37.62082905,7.31E+16,1.55E+17,2.37E+17,3.17E+17,3.98E+17
133.6492095,31.20192694,6.66E+16,1.41E+17,2.14E+17,2.87E+17,3.60E+17
114.4117029,4.537800405,1.23E+16,2.58E+16,3.93E+16,5.27E+16,6.61E+16
113.5357143,3.000110943,7.92E+15,1.69E+16,2.58E+16,3.46E+16,4.35E+16
130.5492458,22.12031656,5.12E+16,1.08E+17,1.64E+17,2.20E+17,2.76E+17
126.9209386,15.06901998,3.69E+16,7.77E+16,1.18E+17,1.58E+17,1.98E+17
123.5367569,10.21591065,2.60E+16,5.46E+16,8.30E+16,1.11E+17,1.39E+17
120.2050443,6.868007232,1.79E+16,3.77E+16,5.73E+16,7.68E+16,9.62E+16
163.5835902,100.9527331,1.08E+16,2.47E+16,3.91E+16,5.38E+16,6.85E+16
162.6272708,103.3416717,7.25E+15,1.67E+16,2.65E+16,3.65E+16,4.65E+16
156.6970428,104.9640874,5.31E+15,1.22E+16,1.94E+16,2.66E+16,3.39E+16
160.2631397,85.8851993,3.50E+16,7.90E+16,1.24E+17,1.70E+17,2.15E+17
157.1171997,76.30832227,4.99E+16,1.11E+17,1.74E+17,2.37E+17,2.99E+17
153.4088017,69.42904461,6.06E+16,1.34E+17,2.08E+17,2.81E+17,3.55E+17
150.1724085,64.07280492,6.80E+16,1.49E+17,2.30E+17,3.10E+17,3.90E+17
160.2056527,97.40165821,1.74E+16,3.96E+16,6.25E+16,8.56E+16,1.09E+17
156.8090407,92.28268915,2.74E+16,6.17E+16,9.70E+16,1.33E+17,1.68E+17
146.8179657,58.58959121,7.40E+16,1.61E+17,2.47E+17,3.32E+17,4.18E+17
143.4492708,52.6327373,7.80E+16,1.68E+17,2.57E+17,3.45E+17,4.33E+17
138.1090685,48.23487985,8.25E+16,1.76E+17,2.68E+17,3.59E+17,4.49E+17
134.2764275,42.90905562,8.25E+16,1.74E+17,2.65E+17,3.55E+17,4.44E+17
130.6491494,37.6982348,7.99E+16,1.68E+17,2.55E+17,3.41E+17,4.26E+17
127.3803824,31.20565652,7.21E+16,1.51E+17,2.29E+17,3.06E+17,3.82E+17
107.8398779,4.526612908,1.30E+16,2.71E+16,4.10E+16,5.49E+16,6.88E+16
106.8571429,3.001047239,8.40E+15,1.77E+16,2.70E+16,3.62E+16,4.54E+16
113.5282051,6.797289956,1.89E+16,3.94E+16,5.97E+16,7.99E+16,1.00E+17
123.5375268,22.39048111,5.62E+16,1.17E+17,1.78E+17,2.38E+17,2.97E+17
120.2293224,15.50660181,4.09E+16,8.51E+16,1.29E+17,1.72E+17,2.16E+17
116.867998,10.19058928,2.78E+16,5.78E+16,8.76E+16,1.17E+17,1.47E+17
156.787462,100.9074121,1.26E+16,2.84E+16,4.48E+16,6.14E+16,7.80E+16
155.7317179,103.330129,8.42E+15,1.92E+16,3.02E+16,4.14E+16,5.26E+16
149.9279919,104.9646055,6.06E+15,1.38E+16,2.17E+16,2.97E+16,3.77E+16
153.6834395,84.78308237,4.16E+16,9.29E+16,1.45E+17,1.98E+17,2.50E+17
150.0872653,76.35071275,5.70E+16,1.26E+17,1.95E+17,2.64E+17,3.33E+17
146.6113346,69.46219977,6.84E+16,1.49E+17,2.30E+17,3.11E+17,3.91E+17
143.228827,64.04962584,7.65E+16,1.65E+17,2.54E+17,3.41E+17,4.28E+17
153.3900238,97.42438223,2.00E+16,4.48E+16,7.03E+16,9.60E+16,1.22E+17
149.9999017,92.37092364,3.11E+16,6.92E+16,1.08E+17,1.47E+17,1.86E+17
139.7731116,58.62680562,8.28E+16,1.77E+17,2.71E+17,3.64E+17,4.56E+17
136.1502494,53.61671706,8.72E+16,1.85E+17,2.82E+17,3.77E+17,4.72E+17
131.6358859,48.26145827,9.02E+16,1.90E+17,2.88E+17,3.85E+17,4.81E+17
127.7144599,42.98367873,8.98E+16,1.88E+17,2.84E+17,3.79E+17,4.74E+17
124.0243471,37.76115884,8.65E+16,1.80E+17,2.72E+17,3.63E+17,4.53E+17
120.5277207,31.11763199,7.77E+16,1.61E+17,2.43E+17,3.24E+17,4.04E+17
100.9355997,4.518487768,1.36E+16,2.82E+16,4.26E+16,5.69E+16,7.12E+16
100.1785714,3.001693204,8.79E+15,1.84E+16,2.80E+16,3.75E+16,4.69E+16
106.8474581,6.795262701,2.00E+16,4.14E+16,6.25E+16,8.35E+16,1.04E+17
110.185682,10.12005548,2.93E+16,6.05E+16,9.14E+16,1.22E+17,1.52E+17
117.2547528,22.04711349,5.92E+16,1.22E+17,1.85E+17,2.47E+17,3.08E+17
113.5753177,15.09043478,4.25E+16,8.78E+16,1.32E+17,1.77E+17,2.21E+17
149.9798948,100.928888,1.42E+16,3.19E+16,5.00E+16,6.82E+16,8.65E+16
149.073329,103.3403312,9.53E+15,2.14E+16,3.36E+16,4.59E+16,5.82E+16
143.1417916,104.9649511,6.82E+15,1.53E+16,2.40E+16,3.27E+16,4.14E+16
146.7296552,85.55235275,4.59E+16,1.01E+17,1.57E+17,2.13E+17,2.70E+17
143.1133026,76.27755592,6.43E+16,1.40E+17,2.16E+17,2.92E+17,3.67E+17
139.7335898,69.47124474,7.63E+16,1.64E+17,2.52E+17,3.39E+17,4.26E+17
136.254731,64.09050643,8.49E+16,1.81E+17,2.76E+17,3.71E+17,4.64E+17
146.5737118,97.45606864,2.25E+16,4.99E+16,7.79E+16,1.06E+17,1.34E+17
143.1540132,92.32345309,3.50E+16,7.70E+16,1.20E+17,1.62E+17,2.05E+17
132.6346247,58.80597819,9.15E+16,1.93E+17,2.94E+17,3.93E+17,4.92E+17
