% Model,2D_ICP_pressure_power_mph.mph,,,,,
% Version,COMSOL 6.0.0.405,,,,,
% Date,"Oct 23 2022, 22:04",,,,,
% Dimension,2,,,,,
% Nodes,3263,,,,,
% Expressions,5,,,,,
% Description,Electron density,,,,,
% Length unit,mm,,,,,
% r,z,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=100 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=200 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=300 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=400 W,plas.ne (1/m^3) @ 273: Time=0.1 s /  p0=6.6661 Pa /  Power=500 W
53.42857143,1.199188351,4.83E+15,1.02E+16,1.56E+16,2.10E+16,2.64E+16
60.10714286,1.952293058,8.60E+15,1.76E+16,2.66E+16,3.55E+16,4.43E+16
40.07142857,0.658775699,2.21E+15,4.97E+15,7.80E+15,1.06E+16,1.35E+16
46.75,1.199025457,4.85E+15,1.02E+16,1.57E+16,2.11E+16,2.64E+16
33.39285714,0.660676356,2.23E+15,5.00E+15,7.85E+15,1.07E+16,1.36E+16
115.9081564,106.0304064,8.62E+15,1.83E+16,2.80E+16,3.76E+16,4.73E+16
109.0907367,106.7912077,5.52E+15,1.18E+16,1.80E+16,2.43E+16,3.05E+16
102.272705,107.3346264,3.18E+15,6.84E+15,1.05E+16,1.42E+16,1.78E+16
53.42857143,1.953906892,8.72E+15,1.78E+16,2.68E+16,3.58E+16,4.48E+16
40.07142857,1.196775854,4.88E+15,1.03E+16,1.57E+16,2.11E+16,2.65E+16
46.75,1.953641479,8.77E+15,1.79E+16,2.69E+16,3.59E+16,4.48E+16
26.71428571,0.6581611,2.21E+15,4.96E+15,7.78E+15,1.06E+16,1.35E+16
33.39285714,1.200228714,4.93E+15,1.04E+16,1.58E+16,2.13E+16,2.67E+16
20.03571429,0.642574207,2.14E+15,4.81E+15,7.57E+15,1.03E+16,1.31E+16
109.0906282,106.0304448,9.12E+15,1.92E+16,2.92E+16,3.92E+16,4.91E+16
102.2726868,106.791238,5.79E+15,1.22E+16,1.87E+16,2.50E+16,3.14E+16
95.4545418,107.3346457,3.30E+15,7.05E+15,1.08E+16,1.45E+16,1.82E+16
40.07142857,1.94997607,8.83E+15,1.80E+16,2.70E+16,3.60E+16,4.50E+16
26.71428571,1.195659331,4.89E+15,1.03E+16,1.57E+16,2.11E+16,2.65E+16
33.39285714,1.955602015,8.92E+15,1.81E+16,2.72E+16,3.63E+16,4.53E+16
20.03571429,1.167343142,4.75E+15,1.00E+16,1.53E+16,2.06E+16,2.58E+16
13.35714286,0.627616128,2.07E+15,4.68E+15,7.37E+15,1.01E+16,1.28E+16
102.2726612,106.0304942,9.56E+15,1.99E+16,3.02E+16,4.04E+16,5.06E+16
95.45453882,106.791273,6.01E+15,1.26E+16,1.91E+16,2.56E+16,3.21E+16
88.63636332,107.3346658,3.41E+15,7.21E+15,1.10E+16,1.48E+16,1.85E+16
26.71428571,1.948156855,8.85E+15,1.80E+16,2.70E+16,3.60E+16,4.49E+16
20.03571429,1.902019652,8.63E+15,1.75E+16,2.63E+16,3.51E+16,4.38E+16
13.35714286,1.140169299,4.63E+15,9.78E+15,1.49E+16,2.01E+16,2.52E+16
95.45453465,106.0305513,9.92E+15,2.05E+16,3.10E+16,4.14E+16,5.18E+16
88.63636307,106.7913095,6.20E+15,1.29E+16,1.95E+16,2.61E+16,3.27E+16
81.81818182,107.3346783,3.49E+15,7.34E+15,1.12E+16,1.50E+16,1.88E+16
13.35714286,1.857743739,8.43E+15,1.71E+16,2.58E+16,3.43E+16,4.29E+16
88.63636271,106.0306107,1.02E+16,2.09E+16,3.16E+16,4.21E+16,5.26E+16
81.81818182,106.7913323,6.35E+15,1.31E+16,1.98E+16,2.64E+16,3.31E+16
75,107.3346837,3.55E+15,7.41E+15,1.12E+16,1.51E+16,1.89E+16
81.81818182,106.0306478,1.05E+16,2.13E+16,3.20E+16,4.27E+16,5.33E+16
75,106.7913421,6.46E+15,1.32E+16,2.00E+16,2.66E+16,3.32E+16
68.18181818,107.3347454,3.60E+15,7.46E+15,1.13E+16,1.51E+16,1.89E+16
75,106.0306637,1.06E+16,2.15E+16,3.23E+16,4.30E+16,5.36E+16
68.18181818,106.7914542,6.54E+15,1.33E+16,2.01E+16,2.67E+16,3.34E+16
61.36363636,107.3350136,3.62E+15,7.47E+15,1.13E+16,1.51E+16,1.89E+16
68.18181818,106.0308465,1.08E+16,2.17E+16,3.25E+16,4.31E+16,5.38E+16
61.36363636,106.7919414,6.58E+15,1.34E+16,2.01E+16,2.67E+16,3.33E+16
54.54545455,107.3355913,3.64E+15,7.48E+15,1.13E+16,1.51E+16,1.89E+16
61.36363636,106.0316402,1.08E+16,2.17E+16,3.25E+16,4.31E+16,5.37E+16
54.54545455,106.7929909,6.62E+15,1.34E+16,2.01E+16,2.67E+16,3.33E+16
47.72727273,107.3362455,3.64E+15,7.45E+15,1.12E+16,1.50E+16,1.87E+16
54.54545455,106.0333503,1.09E+16,2.18E+16,3.25E+16,4.31E+16,5.36E+16
47.72727273,106.7941792,6.62E+15,1.33E+16,2.00E+16,2.65E+16,3.31E+16
40.90909091,107.3379632,3.62E+15,7.39E+15,1.11E+16,1.49E+16,1.86E+16
47.72727273,106.0352865,1.09E+16,2.17E+16,3.23E+16,4.29E+16,5.33E+16
40.90909091,106.7972998,6.59E+15,1.32E+16,1.98E+16,2.63E+16,3.28E+16
34.09090909,107.3443994,3.59E+15,7.32E+15,1.10E+16,1.47E+16,1.83E+16
40.90909091,106.0403711,1.08E+16,2.15E+16,3.21E+16,4.25E+16,5.28E+16
34.09090909,106.8089922,6.54E+15,1.31E+16,1.96E+16,2.60E+16,3.24E+16
27.27272727,107.3599262,3.51E+15,7.15E+15,1.08E+16,1.43E+16,1.79E+16
34.09090909,106.0594221,1.08E+16,2.13E+16,3.17E+16,4.20E+16,5.22E+16
27.27272727,106.8371993,6.39E+15,1.28E+16,1.91E+16,2.54E+16,3.16E+16
20.45454545,107.38266,3.35E+15,6.83E+15,1.03E+16,1.37E+16,1.71E+16
13.63636364,107.4015122,3.29E+15,6.70E+15,1.01E+16,1.35E+16,1.68E+16
27.27272727,106.1053815,1.05E+16,2.08E+16,3.09E+16,4.09E+16,5.09E+16
20.45454545,106.8784991,6.08E+15,1.22E+16,1.82E+16,2.42E+16,3.01E+16
13.63636364,106.9127471,5.97E+15,1.19E+16,1.78E+16,2.37E+16,2.95E+16
20.45454545,106.1726737,1.00E+16,1.98E+16,2.94E+16,3.90E+16,4.85E+16
13.63636364,106.228476,9.83E+15,1.94E+16,2.89E+16,3.82E+16,4.75E+16
173.5092588,111.9280425,NaN,NaN,NaN,NaN,NaN
170.4545455,108,NaN,NaN,NaN,NaN,NaN
177.2727273,108,NaN,NaN,NaN,NaN,NaN
167.8111862,112.6833743,NaN,NaN,NaN,NaN,NaN
163.6363636,108,NaN,NaN,NaN,NaN,NaN
170.4545455,108,NaN,NaN,NaN,NaN,NaN
186.9306774,112.7591514,NaN,NaN,NaN,NaN,NaN
184.0909091,108,NaN,NaN,NaN,NaN,NaN
190.9090909,108,NaN,NaN,NaN,NaN,NaN
177.2727273,108,NaN,NaN,NaN,NaN,NaN
184.0909091,108,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
161.2104783,113.1675143,NaN,NaN,NaN,NaN,NaN
156.8181818,108,NaN,NaN,NaN,NaN,NaN
163.6363636,108,NaN,NaN,NaN,NaN,NaN
190.9090909,108,NaN,NaN,NaN,NaN,NaN
197.7272727,108,NaN,NaN,NaN,NaN,NaN
193.4844691,113.9526441,NaN,NaN,NaN,NaN,NaN
204.5454545,108,NaN,NaN,NaN,NaN,NaN
201.43601,113.8122553,NaN,NaN,NaN,NaN,NaN
197.7272727,108,NaN,NaN,NaN,NaN,NaN
207.7749618,112.2206153,NaN,NaN,NaN,NaN,NaN
204.5454545,108,NaN,NaN,NaN,NaN,NaN
211.3636364,108,NaN,NaN,NaN,NaN,NaN
211.3636364,108,NaN,NaN,NaN,NaN,NaN
218.1818182,108,NaN,NaN,NaN,NaN,NaN
213.8694948,113.5586342,NaN,NaN,NaN,NaN,NaN
218.1818182,108,NaN,NaN,NaN,NaN,NaN
225,108,NaN,NaN,NaN,NaN,NaN
219.6825805,113.1846442,NaN,NaN,NaN,NaN,NaN
156.8181818,108,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
150,108,NaN,NaN,NaN,NaN,NaN
165.2802391,128,NaN,NaN,NaN,NaN,NaN
160,128,NaN,NaN,NaN,NaN,NaN
162.7517406,123.0323532,NaN,NaN,NaN,NaN,NaN
155.0446668,128,NaN,NaN,NaN,NaN,NaN
157.3463844,123.4835096,NaN,NaN,NaN,NaN,NaN
160,128,NaN,NaN,NaN,NaN,NaN
219.6825805,113.1846442,NaN,NaN,NaN,NaN,NaN
225,108,NaN,NaN,NaN,NaN,NaN
225,116.6413257,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
191.606152,128,NaN,NaN,NaN,NaN,NaN
180.9173016,128,NaN,NaN,NaN,NaN,NaN
169.1252802,122.539716,NaN,NaN,NaN,NaN,NaN
172.0541318,128,NaN,NaN,NaN,NaN,NaN
165.2802391,128,NaN,NaN,NaN,NaN,NaN
176.6058676,121.4390787,NaN,NaN,NaN,NaN,NaN
180.9173016,128,NaN,NaN,NaN,NaN,NaN
172.0541318,128,NaN,NaN,NaN,NaN,NaN
146.8976745,113.6518782,NaN,NaN,NaN,NaN,NaN
143.1818182,108,NaN,NaN,NaN,NaN,NaN
150,108,NaN,NaN,NaN,NaN,NaN
149.9553332,128,NaN,NaN,NaN,NaN,NaN
152.2066384,123.6149927,NaN,NaN,NaN,NaN,NaN
155.0446668,128,NaN,NaN,NaN,NaN,NaN
197.1974725,121.1134953,NaN,NaN,NaN,NaN,NaN
202.7121391,128,NaN,NaN,NaN,NaN,NaN
191.606152,128,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
213.8560695,128,NaN,NaN,NaN,NaN,NaN
202.7121391,128,NaN,NaN,NaN,NaN,NaN
217.4767149,119.928132,NaN,NaN,NaN,NaN,NaN
225,128,NaN,NaN,NaN,NaN,NaN
213.8560695,128,NaN,NaN,NaN,NaN,NaN
217.4767149,119.928132,NaN,NaN,NaN,NaN,NaN
225,116.6413257,NaN,NaN,NaN,NaN,NaN
225,128,NaN,NaN,NaN,NaN,NaN
143.1818182,108,NaN,NaN,NaN,NaN,NaN
139.9077422,115.1157078,NaN,NaN,NaN,NaN,NaN
136.3636364,108,NaN,NaN,NaN,NaN,NaN
129.5454545,108,NaN,NaN,NaN,NaN,NaN
136.3636364,108,NaN,NaN,NaN,NaN,NaN
131.883653,114.3278704,NaN,NaN,NaN,NaN,NaN
125.5821381,112.3798134,NaN,NaN,NaN,NaN,NaN
122.7272727,108,NaN,NaN,NaN,NaN,NaN
129.5454545,108,NaN,NaN,NaN,NaN,NaN
145,128,NaN,NaN,NaN,NaN,NaN
147.4089368,123.2443051,NaN,NaN,NaN,NaN,NaN
149.9553332,128,NaN,NaN,NaN,NaN,NaN
119.3939292,113.1909609,NaN,NaN,NaN,NaN,NaN
115.9090909,108,NaN,NaN,NaN,NaN,NaN
122.7272727,108,NaN,NaN,NaN,NaN,NaN
138.9835943,128,NaN,NaN,NaN,NaN,NaN
141.2711966,121.9777694,NaN,NaN,NaN,NaN,NaN
145,128,NaN,NaN,NaN,NaN,NaN
112.8532064,112.2801082,NaN,NaN,NaN,NaN,NaN
109.0909091,108,NaN,NaN,NaN,NaN,NaN
115.9090909,108,NaN,NaN,NaN,NaN,NaN
130.7953065,128,NaN,NaN,NaN,NaN,NaN
134.4130994,121.1314591,NaN,NaN,NaN,NaN,NaN
138.9835943,128,NaN,NaN,NaN,NaN,NaN
104.8964189,122.0826237,NaN,NaN,NaN,NaN,NaN
109.2046935,128,NaN,NaN,NaN,NaN,NaN
101.0164057,128,NaN,NaN,NaN,NaN,NaN
113.9458945,120.0797206,NaN,NaN,NaN,NaN,NaN
120,128,NaN,NaN,NaN,NaN,NaN
109.2046935,128,NaN,NaN,NaN,NaN,NaN
124.8707045,119.5224841,NaN,NaN,NaN,NaN,NaN
130.7953065,128,NaN,NaN,NaN,NaN,NaN
120,128,NaN,NaN,NaN,NaN,NaN
109.0909091,108,NaN,NaN,NaN,NaN,NaN
106.1145802,114.8139899,NaN,NaN,NaN,NaN,NaN
102.2727273,108,NaN,NaN,NaN,NaN,NaN
98.36570221,123.1714325,NaN,NaN,NaN,NaN,NaN
101.0164057,128,NaN,NaN,NaN,NaN,NaN
95,128,NaN,NaN,NaN,NaN,NaN
98.84385304,113.1606788,NaN,NaN,NaN,NaN,NaN
95.45454545,108,NaN,NaN,NaN,NaN,NaN
102.2727273,108,NaN,NaN,NaN,NaN,NaN
95,128,NaN,NaN,NaN,NaN,NaN
90.04466683,128,NaN,NaN,NaN,NaN,NaN
92.75296834,123.2176913,NaN,NaN,NaN,NaN,NaN
92.3666145,113.1857819,NaN,NaN,NaN,NaN,NaN
88.63636364,108,NaN,NaN,NaN,NaN,NaN
95.45454545,108,NaN,NaN,NaN,NaN,NaN
87.39329385,123.7879403,NaN,NaN,NaN,NaN,NaN
90.04466683,128,NaN,NaN,NaN,NaN,NaN
84.95533317,128,NaN,NaN,NaN,NaN,NaN
88.63636364,108,NaN,NaN,NaN,NaN,NaN
85.54971094,114.1575155,NaN,NaN,NaN,NaN,NaN
81.81818182,108,NaN,NaN,NaN,NaN,NaN
80,128,NaN,NaN,NaN,NaN,NaN
81.79567284,122.869876,NaN,NaN,NaN,NaN,NaN
84.95533317,128,NaN,NaN,NaN,NaN,NaN
78.90343711,113.2851764,NaN,NaN,NaN,NaN,NaN
75,108,NaN,NaN,NaN,NaN,NaN
81.81818182,108,NaN,NaN,NaN,NaN,NaN
77.07451683,124.1272482,NaN,NaN,NaN,NaN,NaN
80,128,NaN,NaN,NaN,NaN,NaN
74.48747882,128,NaN,NaN,NaN,NaN,NaN
68.18181818,108,NaN,NaN,NaN,NaN,NaN
75,108,NaN,NaN,NaN,NaN,NaN
70.7847922,115.2941778,NaN,NaN,NaN,NaN,NaN
64.14435031,112.51716,NaN,NaN,NaN,NaN,NaN
61.36363636,108,NaN,NaN,NaN,NaN,NaN
68.18181818,108,NaN,NaN,NaN,NaN,NaN
71.60702743,122.4313367,NaN,NaN,NaN,NaN,NaN
74.48747882,128,NaN,NaN,NaN,NaN,NaN
67.43504322,128,NaN,NaN,NaN,NaN,NaN
57.77764548,112.9597737,NaN,NaN,NaN,NaN,NaN
54.54545455,108,NaN,NaN,NaN,NaN,NaN
61.36363636,108,NaN,NaN,NaN,NaN,NaN
67.43504322,128,NaN,NaN,NaN,NaN,NaN
58.14019895,128,NaN,NaN,NaN,NaN,NaN
62.8822413,119.8141986,NaN,NaN,NaN,NaN,NaN
51.32774635,112.071541,NaN,NaN,NaN,NaN,NaN
47.72727273,108,NaN,NaN,NaN,NaN,NaN
54.54545455,108,NaN,NaN,NaN,NaN,NaN
51.75592689,119.2714634,NaN,NaN,NaN,NaN,NaN
58.14019895,128,NaN,NaN,NaN,NaN,NaN
47.01108265,128,NaN,NaN,NaN,NaN,NaN
47.72727273,108,NaN,NaN,NaN,NaN,NaN
44.87740559,113.62658,NaN,NaN,NaN,NaN,NaN
40.90909091,108,NaN,NaN,NaN,NaN,NaN
40.81242102,120.8468034,NaN,NaN,NaN,NaN,NaN
47.01108265,128,NaN,NaN,NaN,NaN,NaN
35.26283802,128,NaN,NaN,NaN,NaN,NaN
34.09090909,108,NaN,NaN,NaN,NaN,NaN
40.90909091,108,NaN,NaN,NaN,NaN,NaN
36.73197563,113.5696722,NaN,NaN,NaN,NaN,NaN
29.40257455,119.3978159,NaN,NaN,NaN,NaN,NaN
35.26283802,128,NaN,NaN,NaN,NaN,NaN
23.50855868,128,NaN,NaN,NaN,NaN,NaN
29.94206081,112.0485766,NaN,NaN,NaN,NaN,NaN
27.27272727,108,NaN,NaN,NaN,NaN,NaN
34.09090909,108,NaN,NaN,NaN,NaN,NaN
17.86292431,119.6534941,NaN,NaN,NaN,NaN,NaN
23.50855868,128,NaN,NaN,NaN,NaN,NaN
11.75427934,128,NaN,NaN,NaN,NaN,NaN
23.83060188,112.8816115,NaN,NaN,NaN,NaN,NaN
20.45454545,108,NaN,NaN,NaN,NaN,NaN
27.27272727,108,NaN,NaN,NaN,NaN,NaN
7.640707671,120.4930166,NaN,NaN,NaN,NaN,NaN
11.75427934,128,NaN,NaN,NaN,NaN,NaN
0,128,NaN,NaN,NaN,NaN,NaN
17.30254386,112.098807,NaN,NaN,NaN,NaN,NaN
13.63636364,108,NaN,NaN,NaN,NaN,NaN
20.45454545,108,NaN,NaN,NaN,NaN,NaN
13.63636364,108,NaN,NaN,NaN,NaN,NaN
11.27585816,113.8833027,NaN,NaN,NaN,NaN,NaN
6.818181818,108,NaN,NaN,NaN,NaN,NaN
7.640707671,120.4930166,NaN,NaN,NaN,NaN,NaN
0,128,NaN,NaN,NaN,NaN,NaN
0,116.6413257,NaN,NaN,NaN,NaN,NaN
6.818181818,108,NaN,NaN,NaN,NaN,NaN
5.202696018,113.2104134,NaN,NaN,NaN,NaN,NaN
0,108,NaN,NaN,NaN,NaN,NaN
5.202696018,113.2104134,NaN,NaN,NaN,NaN,NaN
0,116.6413257,NaN,NaN,NaN,NaN,NaN
0,108,NaN,NaN,NaN,NaN,NaN
170.4545455,108,NaN,NaN,NaN,NaN,NaN
173.5092588,111.9280425,NaN,NaN,NaN,NaN,NaN
167.8111862,112.6833743,NaN,NaN,NaN,NaN,NaN
186.9306774,112.7591514,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
184.0909091,108,NaN,NaN,NaN,NaN,NaN
173.5092588,111.9280425,NaN,NaN,NaN,NaN,NaN
177.2727273,108,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
173.5092588,111.9280425,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
172.4314814,116.8705749,NaN,NaN,NaN,NaN,NaN
167.8111862,112.6833743,NaN,NaN,NaN,NaN,NaN
172.4314814,116.8705749,NaN,NaN,NaN,NaN,NaN
165.6281899,117.8962718,NaN,NaN,NaN,NaN,NaN
173.5092588,111.9280425,NaN,NaN,NaN,NaN,NaN
172.4314814,116.8705749,NaN,NaN,NaN,NaN,NaN
167.8111862,112.6833743,NaN,NaN,NaN,NaN,NaN
165.6281899,117.8962718,NaN,NaN,NaN,NaN,NaN
161.2104783,113.1675143,NaN,NaN,NaN,NaN,NaN
167.8111862,112.6833743,NaN,NaN,NaN,NaN,NaN
161.2104783,113.1675143,NaN,NaN,NaN,NaN,NaN
165.6281899,117.8962718,NaN,NaN,NaN,NaN,NaN
159.13035,118.274622,NaN,NaN,NaN,NaN,NaN
163.6363636,108,NaN,NaN,NaN,NaN,NaN
167.8111862,112.6833743,NaN,NaN,NaN,NaN,NaN
161.2104783,113.1675143,NaN,NaN,NaN,NaN,NaN
162.7517406,123.0323532,NaN,NaN,NaN,NaN,NaN
159.13035,118.274622,NaN,NaN,NaN,NaN,NaN
165.6281899,117.8962718,NaN,NaN,NaN,NaN,NaN
157.3463844,123.4835096,NaN,NaN,NaN,NaN,NaN
159.13035,118.274622,NaN,NaN,NaN,NaN,NaN
162.7517406,123.0323532,NaN,NaN,NaN,NaN,NaN
154.5988069,120.0591706,NaN,NaN,NaN,NaN,NaN
159.13035,118.274622,NaN,NaN,NaN,NaN,NaN
157.3463844,123.4835096,NaN,NaN,NaN,NaN,NaN
190.9090909,108,NaN,NaN,NaN,NaN,NaN
193.4844691,113.9526441,NaN,NaN,NaN,NaN,NaN
186.9306774,112.7591514,NaN,NaN,NaN,NaN,NaN
197.7272727,108,NaN,NaN,NaN,NaN,NaN
201.43601,113.8122553,NaN,NaN,NaN,NaN,NaN
193.4844691,113.9526441,NaN,NaN,NaN,NaN,NaN
207.7749618,112.2206153,NaN,NaN,NaN,NaN,NaN
201.43601,113.8122553,NaN,NaN,NaN,NaN,NaN
204.5454545,108,NaN,NaN,NaN,NaN,NaN
211.3636364,108,NaN,NaN,NaN,NaN,NaN
213.8694948,113.5586342,NaN,NaN,NaN,NaN,NaN
207.7749618,112.2206153,NaN,NaN,NaN,NaN,NaN
219.6825805,113.1846442,NaN,NaN,NaN,NaN,NaN
213.8694948,113.5586342,NaN,NaN,NaN,NaN,NaN
218.1818182,108,NaN,NaN,NaN,NaN,NaN
186.9306774,112.7591514,NaN,NaN,NaN,NaN,NaN
193.4844691,113.9526441,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
186.9306774,112.7591514,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
169.1252802,122.539716,NaN,NaN,NaN,NaN,NaN
165.6281899,117.8962718,NaN,NaN,NaN,NaN,NaN
172.4314814,116.8705749,NaN,NaN,NaN,NaN,NaN
165.6281899,117.8962718,NaN,NaN,NaN,NaN,NaN
169.1252802,122.539716,NaN,NaN,NaN,NaN,NaN
162.7517406,123.0323532,NaN,NaN,NaN,NaN,NaN
172.4314814,116.8705749,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
176.6058676,121.4390787,NaN,NaN,NaN,NaN,NaN
179.5763539,114.0862634,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
176.6058676,121.4390787,NaN,NaN,NaN,NaN,NaN
172.4314814,116.8705749,NaN,NaN,NaN,NaN,NaN
176.6058676,121.4390787,NaN,NaN,NaN,NaN,NaN
169.1252802,122.539716,NaN,NaN,NaN,NaN,NaN
154.5988069,120.0591706,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
159.13035,118.274622,NaN,NaN,NaN,NaN,NaN
159.13035,118.274622,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
161.2104783,113.1675143,NaN,NaN,NaN,NaN,NaN
156.8181818,108,NaN,NaN,NaN,NaN,NaN
161.2104783,113.1675143,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
162.7517406,123.0323532,NaN,NaN,NaN,NaN,NaN
169.1252802,122.539716,NaN,NaN,NaN,NaN,NaN
165.2802391,128,NaN,NaN,NaN,NaN,NaN
157.3463844,123.4835096,NaN,NaN,NaN,NaN,NaN
162.7517406,123.0323532,NaN,NaN,NaN,NaN,NaN
160,128,NaN,NaN,NaN,NaN,NaN
154.5988069,120.0591706,NaN,NaN,NaN,NaN,NaN
157.3463844,123.4835096,NaN,NaN,NaN,NaN,NaN
152.2066384,123.6149927,NaN,NaN,NaN,NaN,NaN
157.3463844,123.4835096,NaN,NaN,NaN,NaN,NaN
155.0446668,128,NaN,NaN,NaN,NaN,NaN
152.2066384,123.6149927,NaN,NaN,NaN,NaN,NaN
154.5988069,120.0591706,NaN,NaN,NaN,NaN,NaN
149.9531839,118.7426344,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
154.5988069,120.0591706,NaN,NaN,NaN,NaN,NaN
152.2066384,123.6149927,NaN,NaN,NaN,NaN,NaN
149.9531839,118.7426344,NaN,NaN,NaN,NaN,NaN
193.4844691,113.9526441,NaN,NaN,NaN,NaN,NaN
201.43601,113.8122553,NaN,NaN,NaN,NaN,NaN
197.1974725,121.1134953,NaN,NaN,NaN,NaN,NaN
193.4844691,113.9526441,NaN,NaN,NaN,NaN,NaN
197.1974725,121.1134953,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
207.7749618,112.2206153,NaN,NaN,NaN,NaN,NaN
213.8694948,113.5586342,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
201.43601,113.8122553,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
197.1974725,121.1134953,NaN,NaN,NaN,NaN,NaN
207.7749618,112.2206153,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
201.43601,113.8122553,NaN,NaN,NaN,NaN,NaN
219.6825805,113.1846442,NaN,NaN,NaN,NaN,NaN
217.4767149,119.928132,NaN,NaN,NaN,NaN,NaN
213.8694948,113.5586342,NaN,NaN,NaN,NaN,NaN
213.8694948,113.5586342,NaN,NaN,NaN,NaN,NaN
217.4767149,119.928132,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
219.6825805,113.1846442,NaN,NaN,NaN,NaN,NaN
225,116.6413257,NaN,NaN,NaN,NaN,NaN
217.4767149,119.928132,NaN,NaN,NaN,NaN,NaN
191.606152,128,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
197.1974725,121.1134953,NaN,NaN,NaN,NaN,NaN
180.9173016,128,NaN,NaN,NaN,NaN,NaN
176.6058676,121.4390787,NaN,NaN,NaN,NaN,NaN
186.6168991,119.9072333,NaN,NaN,NaN,NaN,NaN
169.1252802,122.539716,NaN,NaN,NaN,NaN,NaN
176.6058676,121.4390787,NaN,NaN,NaN,NaN,NaN
172.0541318,128,NaN,NaN,NaN,NaN,NaN
149.9531839,118.7426344,NaN,NaN,NaN,NaN,NaN
146.8976745,113.6518782,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
146.8976745,113.6518782,NaN,NaN,NaN,NaN,NaN
150,108,NaN,NaN,NaN,NaN,NaN
154.2385984,114.1508177,NaN,NaN,NaN,NaN,NaN
145.3431172,118.7209773,NaN,NaN,NaN,NaN,NaN
146.8976745,113.6518782,NaN,NaN,NaN,NaN,NaN
149.9531839,118.7426344,NaN,NaN,NaN,NaN,NaN
145.3431172,118.7209773,NaN,NaN,NaN,NaN,NaN
149.9531839,118.7426344,NaN,NaN,NaN,NaN,NaN
147.4089368,123.2443051,NaN,NaN,NaN,NaN,NaN
147.4089368,123.2443051,NaN,NaN,NaN,NaN,NaN
149.9531839,118.7426344,NaN,NaN,NaN,NaN,NaN
152.2066384,123.6149927,NaN,NaN,NaN,NaN,NaN
152.2066384,123.6149927,NaN,NaN,NaN,NaN,NaN
149.9553332,128,NaN,NaN,NaN,NaN,NaN
147.4089368,123.2443051,NaN,NaN,NaN,NaN,NaN
202.7121391,128,NaN,NaN,NaN,NaN,NaN
197.1974725,121.1134953,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
217.4767149,119.928132,NaN,NaN,NaN,NaN,NaN
213.8560695,128,NaN,NaN,NaN,NaN,NaN
207.8864291,119.5867774,NaN,NaN,NaN,NaN,NaN
145.3431172,118.7209773,NaN,NaN,NaN,NaN,NaN
139.9077422,115.1157078,NaN,NaN,NaN,NaN,NaN
146.8976745,113.6518782,NaN,NaN,NaN,NaN,NaN
146.8976745,113.6518782,NaN,NaN,NaN,NaN,NaN
139.9077422,115.1157078,NaN,NaN,NaN,NaN,NaN
